"customer_id","no_of_days_rented","case"
221,"9 days 01:59:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
452,"5 days 21:54:00","NO NEED FOR REMINDER MAIL YET"
68,"1 day 00:48:00","NO NEED FOR REMINDER MAIL YET"
583,"1 day 05:54:00","NO NEED FOR REMINDER MAIL YET"
299,"8 days 21:19:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
133,"7 days 00:43:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
454,"9 days 01:30:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
200,"8 days 00:20:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
568,"4 days 22:44:00","NO NEED FOR REMINDER MAIL YET"
523,"1 day 05:15:00","NO NEED FOR REMINDER MAIL YET"
457,"2 days 05:55:00","NO NEED FOR REMINDER MAIL YET"
451,"7 days 02:57:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
420,"5 days 21:32:00","NO NEED FOR REMINDER MAIL YET"
29,"3 days 19:34:00","NO NEED FOR REMINDER MAIL YET"
585,"20:22:00","NO NEED FOR REMINDER MAIL YET"
230,"4 days 04:53:00","NO NEED FOR REMINDER MAIL YET"
477,"5 days 03:40:00","NO NEED FOR REMINDER MAIL YET"
428,"1 day 18:14:00","NO NEED FOR REMINDER MAIL YET"
258,"2 days 04:16:00","NO NEED FOR REMINDER MAIL YET"
109,"7 days 20:15:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
114,"8 days 03:02:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
196,"2 days 04:33:00","NO NEED FOR REMINDER MAIL YET"
538,"9 days 01:51:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
241,"2 days 03:59:00","NO NEED FOR REMINDER MAIL YET"
17,"8 days 20:21:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
283,"3 days 04:23:00","NO NEED FOR REMINDER MAIL YET"
68,"1 day 03:16:00","NO NEED FOR REMINDER MAIL YET"
254,"3 days 18:12:00","NO NEED FOR REMINDER MAIL YET"
309,"9 days 05:08:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
567,"5 days 04:37:00","NO NEED FOR REMINDER MAIL YET"
391,"8 days 01:29:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
242,"7 days 02:50:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
388,"2 days 03:37:00","NO NEED FOR REMINDER MAIL YET"
107,"7 days 22:06:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
368,"5 days 01:52:00","NO NEED FOR REMINDER MAIL YET"
208,"5 days 03:47:00","NO NEED FOR REMINDER MAIL YET"
597,"9 days 00:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
448,"3 days 23:52:00","NO NEED FOR REMINDER MAIL YET"
420,"18:02:00","NO NEED FOR REMINDER MAIL YET"
267,"4 days 21:46:00","NO NEED FOR REMINDER MAIL YET"
180,"8 days 05:59:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
29,"9 days 01:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
329,"1 day 00:32:00","NO NEED FOR REMINDER MAIL YET"
319,"8 days 18:50:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
246,"7 days 04:35:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
562,"22:37:00","NO NEED FOR REMINDER MAIL YET"
559,"2 days 03:27:00","NO NEED FOR REMINDER MAIL YET"
589,"7 days 21:12:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
541,"4 days 20:03:00","NO NEED FOR REMINDER MAIL YET"
7,"4 days 00:56:00","NO NEED FOR REMINDER MAIL YET"
446,"2 days 02:12:00","NO NEED FOR REMINDER MAIL YET"
313,"1 day 19:17:00","NO NEED FOR REMINDER MAIL YET"
411,"3 days 04:48:00","NO NEED FOR REMINDER MAIL YET"
378,"1 day 03:32:00","NO NEED FOR REMINDER MAIL YET"
81,"4 days 02:58:00","NO NEED FOR REMINDER MAIL YET"
404,"6 days 18:15:00","NO NEED FOR REMINDER MAIL YET"
252,"8 days 03:05:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
200,"3 days 05:31:00","NO NEED FOR REMINDER MAIL YET"
139,"7 days 04:48:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
336,"23:43:00","NO NEED FOR REMINDER MAIL YET"
504,"7 days 22:15:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
358,"2 days 03:29:00","NO NEED FOR REMINDER MAIL YET"
45,"5 days 22:16:00","NO NEED FOR REMINDER MAIL YET"
277,"23:33:00","NO NEED FOR REMINDER MAIL YET"
103,"3 days 01:34:00","NO NEED FOR REMINDER MAIL YET"
246,"2 days 18:07:00","NO NEED FOR REMINDER MAIL YET"
420,"2 days 00:36:00","NO NEED FOR REMINDER MAIL YET"
129,"9 days 02:47:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
408,"2 days 21:18:00","NO NEED FOR REMINDER MAIL YET"
510,"8 days 02:52:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
30,"8 days 21:55:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
138,"7 days 23:16:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
386,"6 days 04:20:00","NO NEED FOR REMINDER MAIL YET"
188,"3 days 20:37:00","NO NEED FOR REMINDER MAIL YET"
204,"22:08:00","NO NEED FOR REMINDER MAIL YET"
29,"3 days 01:46:00","NO NEED FOR REMINDER MAIL YET"
359,"1 day 21:20:00","NO NEED FOR REMINDER MAIL YET"
513,"7 days 02:56:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
75,"1 day 00:18:00","NO NEED FOR REMINDER MAIL YET"
212,"7 days 23:03:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
92,"8 days 20:19:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
36,"1 day 04:43:00","NO NEED FOR REMINDER MAIL YET"
187,"7 days 05:29:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
35,"3 days 20:15:00","NO NEED FOR REMINDER MAIL YET"
368,"2 days 19:24:00","NO NEED FOR REMINDER MAIL YET"
26,"2 days 05:46:00","NO NEED FOR REMINDER MAIL YET"
562,"8 days 19:35:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
422,"5 days 03:06:00","NO NEED FOR REMINDER MAIL YET"
473,"2 days 05:33:00","NO NEED FOR REMINDER MAIL YET"
358,"6 days 04:39:00","NO NEED FOR REMINDER MAIL YET"
197,"21:18:00","NO NEED FOR REMINDER MAIL YET"
148,"5 days 21:18:00","NO NEED FOR REMINDER MAIL YET"
149,"2 days 19:56:00","NO NEED FOR REMINDER MAIL YET"
23,"4 days 21:01:00","NO NEED FOR REMINDER MAIL YET"
267,"7 days 01:16:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
506,"7 days 19:06:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
144,"6 days 22:33:00","NO NEED FOR REMINDER MAIL YET"
243,"8 days 18:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
423,"6 days 21:41:00","NO NEED FOR REMINDER MAIL YET"
351,"5 days 04:46:00","NO NEED FOR REMINDER MAIL YET"
192,"6 days 21:42:00","NO NEED FOR REMINDER MAIL YET"
431,"1 day 02:58:00","NO NEED FOR REMINDER MAIL YET"
457,"6 days 05:21:00","NO NEED FOR REMINDER MAIL YET"
276,"2 days 04:14:00","NO NEED FOR REMINDER MAIL YET"
479,"8 days 23:51:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
478,"8 days 05:52:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
345,"4 days 02:26:00","NO NEED FOR REMINDER MAIL YET"
596,"5 days 04:56:00","NO NEED FOR REMINDER MAIL YET"
129,"6 days 04:03:00","NO NEED FOR REMINDER MAIL YET"
354,"7 days 02:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
533,"7 days 05:15:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
262,"7 days 23:20:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
520,"3 days 23:53:00","NO NEED FOR REMINDER MAIL YET"
505,"9 days 05:48:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
299,"1 day 22:16:00","NO NEED FOR REMINDER MAIL YET"
590,"7 days 01:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
551,"6 days 20:27:00","NO NEED FOR REMINDER MAIL YET"
230,"19:27:00","NO NEED FOR REMINDER MAIL YET"
422,"9 days 03:25:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
376,"4 days 00:06:00","NO NEED FOR REMINDER MAIL YET"
360,"9 days 04:10:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
197,"7 days 22:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
156,"2 days 19:45:00","NO NEED FOR REMINDER MAIL YET"
113,"2 days 03:40:00","NO NEED FOR REMINDER MAIL YET"
289,"8 days 20:47:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
137,"4 days 20:53:00","NO NEED FOR REMINDER MAIL YET"
594,"2 days 22:06:00","NO NEED FOR REMINDER MAIL YET"
307,"3 days 01:35:00","NO NEED FOR REMINDER MAIL YET"
171,"1 day 18:44:00","NO NEED FOR REMINDER MAIL YET"
514,"2 days 03:02:00","NO NEED FOR REMINDER MAIL YET"
97,"1 day 05:24:00","NO NEED FOR REMINDER MAIL YET"
299,"3 days 00:44:00","NO NEED FOR REMINDER MAIL YET"
437,"3 days 22:47:00","NO NEED FOR REMINDER MAIL YET"
419,"6 days 00:53:00","NO NEED FOR REMINDER MAIL YET"
85,"2 days 18:22:00","NO NEED FOR REMINDER MAIL YET"
129,"8 days 23:58:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
209,"5 days 22:18:00","NO NEED FOR REMINDER MAIL YET"
486,"1 day 03:39:00","NO NEED FOR REMINDER MAIL YET"
180,"3 days 05:02:00","NO NEED FOR REMINDER MAIL YET"
576,"2 days 02:20:00","NO NEED FOR REMINDER MAIL YET"
146,"3 days 05:00:00","NO NEED FOR REMINDER MAIL YET"
29,"1 day 00:53:00","NO NEED FOR REMINDER MAIL YET"
489,"1 day 22:40:00","NO NEED FOR REMINDER MAIL YET"
120,"8 days 02:30:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
426,"5 days 05:55:00","NO NEED FOR REMINDER MAIL YET"
80,"8 days 03:45:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
510,"1 day 00:12:00","NO NEED FOR REMINDER MAIL YET"
194,"5 days 04:58:00","NO NEED FOR REMINDER MAIL YET"
325,"7 days 19:15:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
44,"7 days 19:48:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
67,"23:57:00","NO NEED FOR REMINDER MAIL YET"
457,"3 days 03:28:00","NO NEED FOR REMINDER MAIL YET"
211,"6 days 19:28:00","NO NEED FOR REMINDER MAIL YET"
284,"7 days 05:50:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
10,"6 days 05:27:00","NO NEED FOR REMINDER MAIL YET"
27,"6 days 02:47:00","NO NEED FOR REMINDER MAIL YET"
94,"1 day 01:05:00","NO NEED FOR REMINDER MAIL YET"
510,"5 days 03:24:00","NO NEED FOR REMINDER MAIL YET"
497,"2 days 04:56:00","NO NEED FOR REMINDER MAIL YET"
82,"6 days 20:31:00","NO NEED FOR REMINDER MAIL YET"
316,"7 days 00:12:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
532,"8 days 03:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
48,"3 days 05:52:00","NO NEED FOR REMINDER MAIL YET"
260,"6 days 21:28:00","NO NEED FOR REMINDER MAIL YET"
506,"9 days 04:09:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
418,"3 days 02:00:00","NO NEED FOR REMINDER MAIL YET"
125,"5 days 20:42:00","NO NEED FOR REMINDER MAIL YET"
23,"22:04:00","NO NEED FOR REMINDER MAIL YET"
526,"5 days 20:47:00","NO NEED FOR REMINDER MAIL YET"
341,"4 days 20:59:00","NO NEED FOR REMINDER MAIL YET"
21,"1 day 20:32:00","NO NEED FOR REMINDER MAIL YET"
468,"2 days 19:39:00","NO NEED FOR REMINDER MAIL YET"
593,"9 days 01:39:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
232,"8 days 18:47:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
122,"4 days 23:06:00","NO NEED FOR REMINDER MAIL YET"
89,"6 days 19:02:00","NO NEED FOR REMINDER MAIL YET"
306,"7 days 02:43:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
371,"23:21:00","NO NEED FOR REMINDER MAIL YET"
292,"6 days 00:24:00","NO NEED FOR REMINDER MAIL YET"
256,"3 days 18:30:00","NO NEED FOR REMINDER MAIL YET"
236,"6 days 02:19:00","NO NEED FOR REMINDER MAIL YET"
193,"8 days 02:35:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
217,"2 days 05:12:00","NO NEED FOR REMINDER MAIL YET"
148,"6 days 23:57:00","NO NEED FOR REMINDER MAIL YET"
178,"4 days 05:18:00","NO NEED FOR REMINDER MAIL YET"
583,"3 days 04:45:00","NO NEED FOR REMINDER MAIL YET"
193,"2 days 18:20:00","NO NEED FOR REMINDER MAIL YET"
148,"8 days 00:11:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
19,"6 days 00:15:00","NO NEED FOR REMINDER MAIL YET"
283,"5 days 19:30:00","NO NEED FOR REMINDER MAIL YET"
262,"8 days 04:24:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
361,"2 days 18:19:00","NO NEED FOR REMINDER MAIL YET"
453,"6 days 04:52:00","NO NEED FOR REMINDER MAIL YET"
453,"8 days 01:42:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
81,"3 days 20:26:00","NO NEED FOR REMINDER MAIL YET"
483,"6 days 22:41:00","NO NEED FOR REMINDER MAIL YET"
210,"3 days 23:34:00","NO NEED FOR REMINDER MAIL YET"
364,"5 days 05:09:00","NO NEED FOR REMINDER MAIL YET"
268,"1 day 19:50:00","NO NEED FOR REMINDER MAIL YET"
147,"23:20:00","NO NEED FOR REMINDER MAIL YET"
107,"1 day 05:39:00","NO NEED FOR REMINDER MAIL YET"
116,"6 days 18:11:00","NO NEED FOR REMINDER MAIL YET"
52,"3 days 03:52:00","NO NEED FOR REMINDER MAIL YET"
228,"3 days 23:29:00","NO NEED FOR REMINDER MAIL YET"
493,"6 days 04:21:00","NO NEED FOR REMINDER MAIL YET"
10,"1 day 02:20:00","NO NEED FOR REMINDER MAIL YET"
44,"21:38:00","NO NEED FOR REMINDER MAIL YET"
483,"3 days 19:27:00","NO NEED FOR REMINDER MAIL YET"
214,"5 days 21:15:00","NO NEED FOR REMINDER MAIL YET"
155,"4 days 04:31:00","NO NEED FOR REMINDER MAIL YET"
467,"8 days 20:04:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
443,"9 days 01:09:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
240,"6 days 19:18:00","NO NEED FOR REMINDER MAIL YET"
160,"5 days 01:25:00","NO NEED FOR REMINDER MAIL YET"
166,"8 days 00:55:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
186,"5 days 18:07:00","NO NEED FOR REMINDER MAIL YET"
39,"3 days 03:49:00","NO NEED FOR REMINDER MAIL YET"
267,"3 days 23:58:00","NO NEED FOR REMINDER MAIL YET"
88,"1 day 20:31:00","NO NEED FOR REMINDER MAIL YET"
583,"8 days 18:48:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
193,"3 days 01:18:00","NO NEED FOR REMINDER MAIL YET"
307,"6 days 22:16:00","NO NEED FOR REMINDER MAIL YET"
152,"1 day 18:07:00","NO NEED FOR REMINDER MAIL YET"
320,"8 days 04:43:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
319,"1 day 02:32:00","NO NEED FOR REMINDER MAIL YET"
330,"2 days 20:50:00","NO NEED FOR REMINDER MAIL YET"
154,"3 days 02:50:00","NO NEED FOR REMINDER MAIL YET"
453,"5 days 03:43:00","NO NEED FOR REMINDER MAIL YET"
7,"2 days 03:15:00","NO NEED FOR REMINDER MAIL YET"
213,"3 days 04:39:00","NO NEED FOR REMINDER MAIL YET"
392,"7 days 19:12:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
32,"5 days 00:43:00","NO NEED FOR REMINDER MAIL YET"
430,"1 day 00:44:00","NO NEED FOR REMINDER MAIL YET"
153,"6 days 18:39:00","NO NEED FOR REMINDER MAIL YET"
76,"1 day 22:16:00","NO NEED FOR REMINDER MAIL YET"
141,"7 days 21:16:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
40,"6 days 02:56:00","NO NEED FOR REMINDER MAIL YET"
107,"5 days 02:55:00","NO NEED FOR REMINDER MAIL YET"
178,"9 days 05:40:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
459,"3 days 04:08:00","NO NEED FOR REMINDER MAIL YET"
294,"7 days 18:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
25,"3 days 02:02:00","NO NEED FOR REMINDER MAIL YET"
304,"6 days 05:06:00","NO NEED FOR REMINDER MAIL YET"
53,"5 days 02:14:00","NO NEED FOR REMINDER MAIL YET"
55,"1 day 04:03:00","NO NEED FOR REMINDER MAIL YET"
189,"4 days 20:55:00","NO NEED FOR REMINDER MAIL YET"
58,"3 days 02:53:00","NO NEED FOR REMINDER MAIL YET"
208,"18:41:00","NO NEED FOR REMINDER MAIL YET"
91,"2 days 05:30:00","NO NEED FOR REMINDER MAIL YET"
451,"5 days 02:47:00","NO NEED FOR REMINDER MAIL YET"
57,"7 days 21:04:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
502,"2 days 18:34:00","NO NEED FOR REMINDER MAIL YET"
196,"1 day 20:00:00","NO NEED FOR REMINDER MAIL YET"
402,"3 days 01:05:00","NO NEED FOR REMINDER MAIL YET"
342,"5 days 00:01:00","NO NEED FOR REMINDER MAIL YET"
262,"4 days 02:02:00","NO NEED FOR REMINDER MAIL YET"
590,"7 days 18:39:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
451,"3 days 21:09:00","NO NEED FOR REMINDER MAIL YET"
215,"1 day 05:58:00","NO NEED FOR REMINDER MAIL YET"
509,"7 days 02:24:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
588,"6 days 19:22:00","NO NEED FOR REMINDER MAIL YET"
59,"7 days 21:15:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
176,"2 days 00:25:00","NO NEED FOR REMINDER MAIL YET"
29,"1 day 00:48:00","NO NEED FOR REMINDER MAIL YET"
132,"20:53:00","NO NEED FOR REMINDER MAIL YET"
301,"2 days 00:14:00","NO NEED FOR REMINDER MAIL YET"
379,"5 days 21:40:00","NO NEED FOR REMINDER MAIL YET"
403,"2 days 21:18:00","NO NEED FOR REMINDER MAIL YET"
104,"1 day 02:15:00","NO NEED FOR REMINDER MAIL YET"
333,"5 days 18:29:00","NO NEED FOR REMINDER MAIL YET"
585,"8 days 01:10:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
258,"9 days 04:28:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
526,"9 days 03:40:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
323,"6 days 02:20:00","NO NEED FOR REMINDER MAIL YET"
228,"1 day 21:39:00","NO NEED FOR REMINDER MAIL YET"
384,"8 days 04:10:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
330,"6 days 05:07:00","NO NEED FOR REMINDER MAIL YET"
15,"6 days 21:30:00","NO NEED FOR REMINDER MAIL YET"
504,"6 days 04:21:00","NO NEED FOR REMINDER MAIL YET"
203,"6 days 01:38:00","NO NEED FOR REMINDER MAIL YET"
73,"8 days 00:51:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
135,"6 days 02:18:00","NO NEED FOR REMINDER MAIL YET"
242,"8 days 19:08:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
418,"4 days 22:48:00","NO NEED FOR REMINDER MAIL YET"
474,"9 days 03:57:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
153,"6 days 03:59:00","NO NEED FOR REMINDER MAIL YET"
213,"18:52:00","NO NEED FOR REMINDER MAIL YET"
151,"3 days 04:04:00","NO NEED FOR REMINDER MAIL YET"
289,"9 days 03:10:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
78,"8 days 21:14:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
561,"7 days 01:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
404,"3 days 18:03:00","NO NEED FOR REMINDER MAIL YET"
13,"2 days 05:25:00","NO NEED FOR REMINDER MAIL YET"
540,"5 days 23:40:00","NO NEED FOR REMINDER MAIL YET"
336,"3 days 04:58:00","NO NEED FOR REMINDER MAIL YET"
244,"4 days 22:48:00","NO NEED FOR REMINDER MAIL YET"
533,"2 days 00:37:00","NO NEED FOR REMINDER MAIL YET"
542,"9 days 02:28:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
260,"8 days 19:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
372,"6 days 20:24:00","NO NEED FOR REMINDER MAIL YET"
16,"6 days 01:04:00","NO NEED FOR REMINDER MAIL YET"
399,"4 days 00:36:00","NO NEED FOR REMINDER MAIL YET"
364,"5 days 21:12:00","NO NEED FOR REMINDER MAIL YET"
24,"8 days 01:50:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
590,"9 days 05:15:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
46,"9 days 04:12:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
511,"9 days 00:09:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
311,"8 days 22:10:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
252,"2 days 20:46:00","NO NEED FOR REMINDER MAIL YET"
418,"1 day 22:28:00","NO NEED FOR REMINDER MAIL YET"
449,"8 days 02:23:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
410,"7 days 03:42:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
531,"1 day 04:51:00","NO NEED FOR REMINDER MAIL YET"
96,"4 days 04:32:00","NO NEED FOR REMINDER MAIL YET"
472,"4 days 21:10:00","NO NEED FOR REMINDER MAIL YET"
46,"23:55:00","NO NEED FOR REMINDER MAIL YET"
55,"1 day 02:36:00","NO NEED FOR REMINDER MAIL YET"
571,"8 days 20:15:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
548,"2 days 21:17:00","NO NEED FOR REMINDER MAIL YET"
589,"7 days 03:54:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
343,"8 days 23:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
387,"8 days 00:39:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
130,"8 days 04:43:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
322,"8 days 19:21:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
435,"1 day 18:25:00","NO NEED FOR REMINDER MAIL YET"
154,"1 day 19:41:00","NO NEED FOR REMINDER MAIL YET"
556,"5 days 20:34:00","NO NEED FOR REMINDER MAIL YET"
349,"8 days 04:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
557,"7 days 19:32:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
56,"1 day 18:28:00","NO NEED FOR REMINDER MAIL YET"
18,"9 days 04:17:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
472,"3 days 03:54:00","NO NEED FOR REMINDER MAIL YET"
439,"3 days 20:48:00","NO NEED FOR REMINDER MAIL YET"
40,"2 days 04:24:00","NO NEED FOR REMINDER MAIL YET"
163,"8 days 19:24:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
573,"6 days 05:13:00","NO NEED FOR REMINDER MAIL YET"
500,"6 days 23:58:00","NO NEED FOR REMINDER MAIL YET"
519,"8 days 22:52:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
380,"3 days 21:01:00","NO NEED FOR REMINDER MAIL YET"
295,"5 days 20:21:00","NO NEED FOR REMINDER MAIL YET"
50,"1 day 22:13:00","NO NEED FOR REMINDER MAIL YET"
393,"7 days 19:23:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
266,"4 days 02:19:00","NO NEED FOR REMINDER MAIL YET"
38,"1 day 20:28:00","NO NEED FOR REMINDER MAIL YET"
113,"2 days 21:34:00","NO NEED FOR REMINDER MAIL YET"
598,"8 days 05:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
133,"1 day 21:16:00","NO NEED FOR REMINDER MAIL YET"
7,"4 days 18:40:00","NO NEED FOR REMINDER MAIL YET"
202,"6 days 00:37:00","NO NEED FOR REMINDER MAIL YET"
280,"3 days 03:15:00","NO NEED FOR REMINDER MAIL YET"
567,"6 days 20:23:00","NO NEED FOR REMINDER MAIL YET"
147,"7 days 20:23:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
206,"7 days 23:24:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
290,"5 days 18:10:00","NO NEED FOR REMINDER MAIL YET"
434,"2 days 19:44:00","NO NEED FOR REMINDER MAIL YET"
23,"6 days 00:42:00","NO NEED FOR REMINDER MAIL YET"
558,"4 days 03:10:00","NO NEED FOR REMINDER MAIL YET"
151,"8 days 05:18:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
112,"4 days 20:07:00","NO NEED FOR REMINDER MAIL YET"
144,"6 days 21:19:00","NO NEED FOR REMINDER MAIL YET"
74,"6 days 20:19:00","NO NEED FOR REMINDER MAIL YET"
62,"8 days 05:02:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
466,"6 days 01:58:00","NO NEED FOR REMINDER MAIL YET"
106,"1 day 01:25:00","NO NEED FOR REMINDER MAIL YET"
328,"7 days 01:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
293,"1 day 20:57:00","NO NEED FOR REMINDER MAIL YET"
347,"1 day 01:03:00","NO NEED FOR REMINDER MAIL YET"
397,"5 days 04:08:00","NO NEED FOR REMINDER MAIL YET"
264,"23:15:00","NO NEED FOR REMINDER MAIL YET"
317,"5 days 04:51:00","NO NEED FOR REMINDER MAIL YET"
395,"3 days 23:00:00","NO NEED FOR REMINDER MAIL YET"
491,"1 day 19:08:00","NO NEED FOR REMINDER MAIL YET"
172,"3 days 21:51:00","NO NEED FOR REMINDER MAIL YET"
107,"6 days 03:56:00","NO NEED FOR REMINDER MAIL YET"
296,"3 days 18:06:00","NO NEED FOR REMINDER MAIL YET"
62,"6 days 05:25:00","NO NEED FOR REMINDER MAIL YET"
399,"8 days 21:34:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
434,"19:53:00","NO NEED FOR REMINDER MAIL YET"
27,"4 days 19:20:00","NO NEED FOR REMINDER MAIL YET"
186,"19:06:00","NO NEED FOR REMINDER MAIL YET"
